Model Outputs
200
,,HRI_Hitesh_Lower:LAbsAnkleAngle,,,HRI_Hitesh_Lower:LAnkleAngles,,,HRI_Hitesh_Lower:LAnkleForce,,,HRI_Hitesh_Lower:LAnkleMoment,,,HRI_Hitesh_Lower:LAnklePower,,,HRI_Hitesh_Lower:LFE,,,,,,,,,HRI_Hitesh_Lower:LFO,,,,,,,,,HRI_Hitesh_Lower:LFootProgressAngles,,,HRI_Hitesh_Lower:LHipAngles,,,HRI_Hitesh_Lower:LHipForce,,,HRI_Hitesh_Lower:LHipMoment,,,HRI_Hitesh_Lower:LHipPower,,,HRI_Hitesh_Lower:LKneeAngles,,,HRI_Hitesh_Lower:LKneeForce,,,HRI_Hitesh_Lower:LKneeMoment,,,HRI_Hitesh_Lower:LKneePower,,,HRI_Hitesh_Lower:LPelvisAngles,,,HRI_Hitesh_Lower:LTI,,,,,,,,,HRI_Hitesh_Lower:LTO,,,,,,,,,HRI_Hitesh_Lower:PEL,,,,,,,,,HRI_Hitesh_Lower:RAbsAnkleAngle,,,HRI_Hitesh_Lower:RAnkleAngles,,,HRI_Hitesh_Lower:RAnkleForce,,,HRI_Hitesh_Lower:RAnkleMoment,,,HRI_Hitesh_Lower:RAnklePower,,,HRI_Hitesh_Lower:RFE,,,,,,,,,HRI_Hitesh_Lower:RFO,,,,,,,,,HRI_Hitesh_Lower:RFootProgressAngles,,,HRI_Hitesh_Lower:RHipAngles,,,HRI_Hitesh_Lower:RHipForce,,,HRI_Hitesh_Lower:RHipMoment,,,HRI_Hitesh_Lower:RHipPower,,,HRI_Hitesh_Lower:RKneeAngles,,,HRI_Hitesh_Lower:RKneeForce,,,HRI_Hitesh_Lower:RKneeMoment,,,HRI_Hitesh_Lower:RKneePower,,,HRI_Hitesh_Lower:RPelvisAngles,,,HRI_Hitesh_Lower:RTI,,,,,,,,,HRI_Hitesh_Lower:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
1770,0,7.429,0,0,7.99027,7.94233,-21.5392,-0.142874,-0.00391982,-0.0115164,-13.3636,-2.05896e-15,-1.20993,0,0,0.000559499,21.2882,-26.4131,248.198,-137.611,365.317,513.34,354.434,354.434,354.434,-51.5644,-76.7901,-52.1467,-136.629,289.455,86.6007,192.72,192.72,192.72,-88.1527,1.42103,-22.9279,-4.33164,-4.43475,19.4883,-0.0235391,-0.362413,1.5554,9.9504,-112.06,-0.831543,0,0,-0.017529,3.73736,-2.33567,-20.3915,-0.0918609,-0.0999017,0.597966,-10.418,-18.6701,-2.34837,0,0,0.00114096,-1.05624,-16.5979,-1.4186,-1.92491,11.7579,-88.7932,-201.202,410.245,103.354,373.277,373.277,373.277,-51.5644,-76.7901,-52.1467,-111.603,230.321,84.6935,64.2399,64.2399,64.2399,-13.6577,12.3378,-88.0574,-145.82,342.695,883.929,173.755,173.755,173.755,7.38752,0,0,10.4254,6.31872,-44.7194,-0.0398616,-0.0283915,-0.054161,-3.00621,3.69113e-16,2.83729,0,0,-0.000179008,-74.8341,-5.48432,-29.5339,-306.858,6.0639,810.387,357.705,357.705,357.705,107.71,57.5496,200.764,-289.363,103.194,512.205,187.129,187.129,187.129,-50.7886,15.5032,-24.5635,69.7588,-8.50989,48.4493,0.305174,-0.851252,0.432759,-29.9505,91.3072,-8.40062,0,0,0.0445446,155.077,61.1773,90.114,-0.230086,0.116705,0.14348,-40.789,-12.7334,2.8683,0,0,0.0177835,-1.05624,16.5979,1.4186,44.5408,10.1731,-70.5747,-226.413,184.62,597.991,244.593,244.593,244.593,107.71,57.5495,200.764,-315.293,59.2379,476.34,62.3765,62.3764,62.3765
1771,0,7.43768,0,0,7.9993,7.94102,-21.5338,-0.143127,-0.00390038,-0.0137682,-13.4234,1.3611e-15,-1.31158,0,0,0.000412459,21.3152,-26.3789,248.29,-137.774,365.131,513.344,354.477,354.477,354.477,-51.5313,-76.8081,-52.1464,-136.619,289.428,86.5672,192.72,192.72,192.72,-88.149,1.4009,-22.952,-4.34879,-4.48876,19.4205,-0.0321753,-0.362657,1.55611,14.9252,-113.765,-0.767064,0,0,-0.0154171,3.7804,-2.33476,-20.3365,-0.0987608,-0.0999219,0.598164,-12.5843,-19.0905,-2.45298,0,0,0.00138503,-1.10697,-16.6416,-1.45377,-1.89479,11.7577,-88.7633,-201.247,410.188,103.323,373.308,373.308,373.308,-51.5314,-76.8081,-52.1464,-111.568,230.304,84.6565,64.2399,64.2399,64.2399,-13.7267,12.337,-88.0265,-146,342.654,884.062,173.755,173.755,173.755,7.45275,0,0,10.5016,6.29932,-44.63,-0.0378123,-0.0292274,-0.0527817,-2.76721,1.10734e-15,2.85091,0,0,-0.000174416,-75.0144,-5.56581,-29.511,-306.782,5.6723,811.705,357.648,357.648,357.648,107.711,57.7244,200.558,-289.11,102.407,513.462,187.129,187.129,187.129,-50.9068,15.5796,-24.5896,69.8953,-8.53147,48.3882,0.29351,-0.83585,0.427905,-26.0701,86.4775,-9.21814,0,0,0.0357183,155.266,61.0977,90.122,-0.228102,0.108901,0.135332,-40.8209,-11.5771,2.87994,0,0,0.015125,-1.10697,16.6416,1.45377,44.5027,10.1333,-70.6736,-226.126,183.986,599.076,244.674,244.674,244.674,107.711,57.7244,200.558,-315.066,58.3857,477.696,62.3764,62.3764,62.3765
1772,0,7.4446,0,0,8.00687,7.94154,-21.536,-0.143391,-0.00385692,-0.0157058,-13.4895,2.91253e-15,-1.40427,0,0,0.000274641,21.345,-26.3468,248.376,-137.939,364.954,513.357,354.509,354.509,354.509,-51.5005,-76.823,-52.1517,-136.623,289.412,86.5347,192.72,192.72,192.72,-88.1429,1.38044,-22.9706,-4.36538,-4.53745,19.3591,-0.0398491,-0.362048,1.55695,19.3469,-114.976,-0.715791,0,0,-0.0133242,3.8244,-2.33539,-20.2755,-0.104667,-0.0996499,0.598412,-14.4398,-19.423,-2.54961,0,0,0.00162371,-1.15598,-16.6819,-1.48813,-1.86512,11.7584,-88.7462,-201.294,410.148,103.299,373.341,373.341,373.341,-51.5005,-76.823,-52.1517,-111.552,230.297,84.618,64.2399,64.2399,64.2399,-13.7917,12.3346,-87.9964,-146.175,342.617,884.184,173.755,173.755,173.755,7.51364,0,0,10.5733,6.28223,-44.5511,-0.0362763,-0.0302998,-0.0519715,-2.59119,5.5367e-16,2.88468,0,0,-0.000148659,-75.174,-5.64652,-29.4917,-306.697,5.31404,812.884,357.6,357.6,357.6,107.72,57.8872,200.364,-288.881,101.677,514.582,187.129,187.129,187.129,-51.0194,15.6462,-24.6149,70.0145,-8.54719,48.3265,0.281596,-0.822361,0.424737,-22.0877,82.2084,-10.1046,0,0,0.0276873,155.42,61.0291,90.1107,-0.227852,0.101529,0.128519,-41.1046,-10.4922,2.91214,0,0,0.01259,-1.15598,16.6819,1.48813,44.4643,10.0976,-70.7612,-225.861,183.402,600.03,244.749,244.749,244.749,107.72,57.8871,200.364,-314.862,57.594,478.91,62.3765,62.3765,62.3765
1773,0,7.45031,0,0,8.0136,7.94413,-21.5467,-0.143695,-0.00375452,-0.0174845,-13.5649,2.07049e-15,-1.48136,0,0,0.000147416,21.3769,-26.3166,248.453,-138.105,364.787,513.379,354.528,354.528,354.528,-51.4725,-76.8346,-52.163,-136.641,289.411,86.5037,192.72,192.72,192.72,-88.1349,1.3598,-22.9831,-4.38137,-4.58074,19.3051,-0.0475626,-0.361199,1.55719,23.6946,-115.891,-0.661289,0,0,-0.011242,3.86942,-2.33722,-20.208,-0.110445,-0.099051,0.598545,-16.1573,-19.6629,-2.63192,0,0,0.00188321,-1.20301,-16.7187,-1.5215,-1.83597,11.7603,-88.7435,-201.343,410.129,103.28,373.38,373.38,373.38,-51.4725,-76.8346,-52.163,-111.557,230.302,84.5789,64.2399,64.2399,64.2399,-13.8526,12.331,-87.9673,-146.343,342.584,884.296,173.755,173.755,173.755,7.57015,0,0,10.6408,6.26761,-44.4834,-0.0346805,-0.0311665,-0.0508939,-2.42509,-1.84557e-16,2.89771,0,0,-0.000102345,-75.3125,-5.72552,-29.4758,-306.602,4.99021,813.917,357.56,357.56,357.56,107.736,58.0384,200.182,-288.678,101.005,515.562,187.129,187.129,187.129,-51.1265,15.7033,-24.6389,70.1159,-8.55704,48.2652,0.270476,-0.809333,0.422056,-18.3528,78.1486,-10.887,0,0,0.0204391,155.541,60.9719,90.0828,-0.226927,0.0945794,0.121464,-41.2214,-9.45402,2.92349,0,0,0.0100358,-1.20301,16.7187,1.5215,44.4257,10.0656,-70.8365,-225.622,182.869,600.851,244.818,244.818,244.818,107.736,58.0384,200.182,-314.683,56.8643,479.978,62.3764,62.3765,62.3764
1774,0,7.45533,0,0,8.02013,7.94901,-21.567,-0.144011,-0.00361692,-0.0188834,-13.6466,2.61263e-15,-1.54158,0,0,3.22099e-05,21.4105,-26.2881,248.521,-138.27,364.631,513.41,354.534,354.534,354.534,-51.4483,-76.8428,-52.1804,-136.675,289.427,86.475,192.72,192.72,192.72,-88.1252,1.33913,-22.9889,-4.39674,-4.61872,19.2595,-0.0543359,-0.359434,1.5572,27.4069,-116.251,-0.617926,0,0,-0.00922685,3.91547,-2.33987,-20.1333,-0.115126,-0.098137,0.598607,-17.4967,-19.7943,-2.69837,0,0,0.00212674,-1.24779,-16.752,-1.55371,-1.80743,11.764,-88.7568,-201.394,410.133,103.267,373.423,373.423,373.423,-51.4483,-76.8428,-52.1804,-111.586,230.32,84.5403,64.2399,64.2399,64.2399,-13.9091,12.3261,-87.9393,-146.505,342.555,884.395,173.755,173.755,173.755,7.62233,0,0,10.7042,6.25558,-44.4276,-0.0334684,-0.0321577,-0.0501986,-2.31024,-1.47645e-15,2.92124,0,0,-3.4174e-05,-75.4292,-5.80185,-29.4626,-306.501,4.702,814.802,357.529,357.529,357.529,107.76,58.179,200.014,-288.501,100.393,516.397,187.129,187.129,187.129,-51.2279,15.7507,-24.6611,70.1991,-8.56096,48.2052,0.258929,-0.798223,0.420773,-14.5595,74.6984,-11.7267,0,0,0.0139538,155.63,60.9268,90.0412,-0.227263,0.0878688,0.115665,-41.5028,-8.4521,2.94594,0,0,0.0075292,-1.24779,16.752,1.55371,44.3869,10.0372,-70.8982,-225.411,182.389,601.534,244.879,244.879,244.879,107.76,58.179,200.014,-314.528,56.1973,480.898,62.3765,62.3765,62.3765
1775,0,7.46015,0,0,8.02702,7.95633,-21.5973,-0.144329,-0.00343032,-0.0199075,-13.7336,4.72926e-16,-1.58045,0,0,-6.81797e-05,21.4453,-26.2612,248.578,-138.433,364.487,513.45,354.526,354.526,354.526,-51.4286,-76.8475,-52.2039,-136.726,289.461,86.4494,192.72,192.72,192.72,-88.1141,1.31858,-22.9875,-4.41136,-4.65138,19.2231,-0.0606195,-0.357062,1.55662,30.667,-116.123,-0.579304,0,0,-0.00729305,3.96253,-2.34301,-20.0512,-0.119047,-0.0968615,0.598512,-18.5084,-19.8036,-2.74441,0,0,0.00235495,-1.28997,-16.7816,-1.58449,-1.77958,11.7696,-88.7874,-201.446,410.164,103.26,373.472,373.472,373.472,-51.4286,-76.8475,-52.2039,-111.638,230.354,84.5032,64.2399,64.2399,64.2399,-13.961,12.3203,-87.9126,-146.661,342.53,884.483,173.755,173.755,173.755,7.67033,0,0,10.764,6.24633,-44.3846,-0.0324602,-0.0330473,-0.049525,-2.22932,-0,2.93421,0,0,5.55401e-05,-75.5238,-5.87447,-29.4516,-306.393,4.45058,815.535,357.504,357.504,357.504,107.789,58.3098,199.858,-288.352,99.8419,517.086,187.129,187.129,187.129,-51.3239,15.7888,-24.6813,70.264,-8.55895,48.1476,0.248908,-0.788047,0.420557,-11.2118,71.6041,-12.4584,0,0,0.00824268,155.687,60.8944,89.9892,-0.227513,0.0821271,0.110296,-41.7231,-7.56611,2.95838,0,0,0.00501756,-1.28997,16.7816,1.58449,44.3482,10.0119,-70.9451,-225.23,181.962,602.079,244.931,244.931,244.931,107.789,58.3098,199.858,-314.399,55.5939,481.667,62.3764,62.3765,62.3765
1776,0,7.46523,0,0,8.03477,7.96619,-21.6381,-0.144652,-0.00319368,-0.0205646,-13.8257,-8.93946e-16,-1.59516,0,0,-0.00015073,21.4806,-26.2357,248.625,-138.594,364.357,513.5,354.505,354.505,354.505,-51.414,-76.8486,-52.2336,-136.795,289.514,86.4276,192.72,192.72,192.72,-88.1019,1.29832,-22.9784,-4.42509,-4.6788,19.1965,-0.0660118,-0.353936,1.55573,33.3245,-115.502,-0.544699,0,0,-0.00547223,4.01045,-2.34634,-19.9618,-0.122039,-0.0953292,0.598279,-19.1557,-19.7078,-2.76722,0,0,0.00254948,-1.32918,-16.8075,-1.61357,-1.75255,11.7774,-88.8361,-201.5,410.223,103.26,373.526,373.526,373.526,-51.414,-76.8486,-52.2336,-111.717,230.404,84.4687,64.2399,64.2399,64.2399,-14.0079,12.3137,-87.8874,-146.809,342.509,884.557,173.755,173.755,173.755,7.71441,0,0,10.8207,6.24003,-44.3553,-0.0316505,-0.0338051,-0.0487607,-2.18113,3.69113e-16,2.93382,0,0,0.000164932,-75.5958,-5.94238,-29.4421,-306.282,4.23713,816.114,357.486,357.486,357.486,107.825,58.4319,199.714,-288.232,99.3522,517.626,187.129,187.129,187.129,-51.4146,15.8176,-24.699,70.3104,-8.55094,48.0934,0.239568,-0.778827,0.419894,-8.1284,68.9964,-13.1579,0,0,0.0032103,155.714,60.8752,89.93,-0.227607,0.0765929,0.105736,-41.8569,-6.68818,2.95815,0,0,0.0024875,-1.32918,16.8075,1.61357,44.3096,9.98954,-70.9761,-225.08,181.592,602.482,244.975,244.975,244.975,107.825,58.432,199.714,-314.296,55.0545,482.282,62.3765,62.3765,62.3765
1777,0,7.47098,0,0,8.04385,7.97861,-21.6895,-0.144961,-0.00291745,-0.0207682,-13.9207,-6.8632e-16,-1.58445,0,0,-0.000211959,21.5158,-26.2115,248.659,-138.751,364.241,513.558,354.468,354.468,354.468,-51.4052,-76.8462,-52.2692,-136.883,289.589,86.4104,192.72,192.72,192.72,-88.0892,1.2785,-22.9614,-4.43784,-4.70096,19.1803,-0.0710131,-0.35047,1.55385,35.4129,-114.403,-0.516847,0,0,-0.00378604,4.05905,-2.34957,-19.8653,-0.124026,-0.0934538,0.597853,-19.4016,-19.4846,-2.76534,0,0,0.00269363,-1.3651,-16.8297,-1.64071,-1.72644,11.7876,-88.9033,-201.556,410.311,103.266,373.585,373.585,373.585,-51.4052,-76.8462,-52.2692,-111.822,230.472,84.4381,64.2399,64.2399,64.2399,-14.0496,12.3065,-87.864,-146.95,342.492,884.619,173.755,173.755,173.755,7.75478,0,0,10.8749,6.23685,-44.3404,-0.0312256,-0.0346441,-0.0485238,-2.18172,1.10734e-15,2.94002,0,0,0.000293559,-75.6449,-6.0046,-29.4335,-306.167,4.06279,816.534,357.474,357.474,357.474,107.867,58.5465,199.583,-288.142,98.9244,518.015,187.129,187.129,187.129,-51.5003,15.8375,-24.714,70.3383,-8.53693,48.0438,0.230626,-0.771918,0.421898,-5.24953,66.974,-13.8292,0,0,-0.00123525,155.713,60.8696,89.8665,-0.229142,0.0721968,0.102202,-42.1897,-5.97287,2.96547,0,0,-5.15231e-05,-1.3651,16.8297,1.64071,44.2711,9.96961,-70.9897,-224.964,181.278,602.741,245.008,245.008,245.008,107.867,58.5465,199.583,-314.22,54.5792,482.742,62.3765,62.3765,62.3765
1778,0,7.4777,0,0,8.0546,7.99359,-21.7514,-0.145254,-0.00260653,-0.0206384,-14.0177,-1.22269e-15,-1.54742,0,0,-0.000248574,21.5503,-26.1883,248.681,-138.902,364.141,513.625,354.418,354.418,354.418,-51.4026,-76.8404,-52.3105,-136.988,289.685,86.3985,192.72,192.72,192.72,-88.0762,1.25927,-22.9364,-4.44937,-4.718,19.1751,-0.0747251,-0.346417,1.55179,36.8099,-112.907,-0.490089,0,0,-0.00225387,4.10799,-2.35246,-19.7623,-0.125093,-0.0914619,0.597149,-19.2901,-19.1853,-2.73775,0,0,0.00277697,-1.39727,-16.8481,-1.6656,-1.70145,11.8001,-88.9891,-201.613,410.43,103.278,373.648,373.648,373.648,-51.4026,-76.8404,-52.3105,-111.953,230.557,84.4125,64.2399,64.2399,64.2399,-14.0857,12.2988,-87.8426,-147.083,342.48,884.666,173.755,173.755,173.755,7.79186,0,0,10.9273,6.23698,-44.3411,-0.0309531,-0.0352176,-0.0480283,-2.20819,-1.10734e-15,2.92053,0,0,0.000436699,-75.6709,-6.06013,-29.425,-306.05,3.9287,816.794,357.469,357.469,357.469,107.914,58.6548,199.464,-288.082,98.559,518.253,187.129,187.129,187.129,-51.5816,15.8485,-24.7259,70.3477,-8.51686,48,0.224197,-0.766576,0.423416,-3.07052,65.544,-14.3633,0,0,-0.0051509,155.684,60.8781,89.8021,-0.229831,0.0685799,0.0994185,-42.3159,-5.3319,2.94792,0,0,-0.00262392,-1.39727,16.8481,1.6656,44.2328,9.95175,-70.9847,-224.883,181.022,602.855,245.032,245.032,245.032,107.914,58.6548,199.464,-314.173,54.168,483.045,62.3764,62.3765,62.3764
1779,0,7.48577,0,0,8.06737,8.01102,-21.8235,-0.145504,-0.00226542,-0.0200423,-14.1129,-8.01668e-16,-1.4834,0,0,-0.000257759,21.5834,-26.1661,248.691,-139.048,364.058,513.698,354.355,354.355,354.355,-51.4067,-76.8314,-52.3571,-137.112,289.801,86.3926,192.72,192.72,192.72,-88.0635,1.24078,-22.9034,-4.45954,-4.72996,19.1811,-0.0777744,-0.34181,1.54928,37.5257,-110.956,-0.469101,0,0,-0.000876122,4.15694,-2.35482,-19.6536,-0.125057,-0.0892631,0.596345,-18.7646,-18.7833,-2.68345,0,0,0.00278051,-1.42534,-16.8626,-1.68794,-1.67772,11.815,-89.0932,-201.67,410.578,103.296,373.715,373.715,373.715,-51.4067,-76.8313,-52.3571,-112.111,230.66,84.393,64.2399,64.2399,64.2399,-14.1159,12.2911,-87.8233,-147.209,342.474,884.7,173.755,173.755,173.755,7.82599,0,0,10.9787,6.24062,-44.358,-0.030965,-0.0357832,-0.047637,-2.27109,1.47645e-15,2.89944,0,0,0.000593255,-75.6736,-6.10816,-29.4161,-305.932,3.83591,816.892,357.469,357.469,357.469,107.967,58.7582,199.355,-288.054,98.2559,518.337,187.129,187.129,187.129,-51.6588,15.851,-24.7343,70.3388,-8.49068,47.9628,0.217773,-0.761613,0.425683,-1.0433,64.4908,-14.896,0,0,-0.00870648,155.628,60.9011,89.7396,-0.230896,0.0653171,0.0975078,-42.4517,-4.72071,2.92972,0,0,-0.00521931,-1.42534,16.8626,1.68794,44.1946,9.93554,-70.9598,-224.839,180.826,602.823,245.044,245.044,245.044,107.967,58.7582,199.355,-314.153,53.8205,483.192,62.3765,62.3765,62.3765
1780,0,7.49538,0,0,8.08238,8.03076,-21.905,-0.145718,-0.00191299,-0.0191248,-14.2059,1.79366e-15,-1.39448,0,0,-0.000237745,21.6147,-26.1449,248.687,-139.186,363.992,513.778,354.278,354.278,354.278,-51.4178,-76.8193,-52.4086,-137.251,289.938,86.3934,192.72,192.72,192.72,-88.0514,1.22318,-22.8625,-4.46813,-4.73686,19.1985,-0.0796222,-0.337269,1.54576,37.5282,-108.754,-0.450032,0,0,0.000346563,4.20542,-2.35651,-19.5402,-0.124037,-0.0870159,0.595195,-17.8894,-18.3243,-2.6044,0,0,0.00270401,-1.44888,-16.8731,-1.7074,-1.65547,11.8321,-89.2149,-201.727,410.756,103.32,373.784,373.784,373.784,-51.4178,-76.8193,-52.4086,-112.293,230.779,84.3807,64.2399,64.2399,64.2399,-14.14,12.2834,-87.8066,-147.326,342.472,884.719,173.755,173.755,173.755,7.85767,0,0,11.0299,6.24794,-44.3921,-0.0313207,-0.0361992,-0.0475882,-2.37432,-2.03012e-15,2.86369,0,0,0.000760175,-75.653,-6.14786,-29.4061,-305.813,3.78539,816.828,357.475,357.475,357.475,108.024,58.8584,199.257,-288.059,98.0149,518.269,187.129,187.129,187.129,-51.7327,15.8452,-24.7392,70.3117,-8.45836,47.9336,0.212986,-0.760342,0.429186,0.480304,64.3014,-15.3138,0,0,-0.0120451,155.547,60.9389,89.6817,-0.232792,0.0634434,0.0967678,-42.6616,-4.30895,2.89807,0,0,-0.00787444,-1.44888,16.8731,1.7074,44.1566,9.92061,-70.9138,-224.832,180.689,602.644,245.045,245.045,245.045,108.024,58.8584,199.257,-314.163,53.5359,483.183,62.3764,62.3765,62.3765
1781,0,7.50673,0,0,8.09981,8.05262,-21.9951,-0.145898,-0.00154292,-0.0179909,-14.2952,8.1897e-16,-1.28058,0,0,-0.000187556,21.6434,-26.1246,248.67,-139.315,363.946,513.862,354.189,354.189,354.189,-51.4361,-76.8045,-52.4641,-137.407,290.093,86.4014,192.72,192.72,192.72,-88.0406,1.20663,-22.8141,-4.47493,-4.73887,19.2274,-0.0816858,-0.332406,1.54229,37.2996,-106.377,-0.421988,0,0,0.00143312,4.25293,-2.35741,-19.4235,-0.122735,-0.0847514,0.593895,-16.8276,-17.8235,-2.50038,0,0,0.00256747,-1.46753,-16.8798,-1.72374,-1.63489,11.8512,-89.3529,-201.783,410.96,103.349,373.856,373.856,373.856,-51.4361,-76.8045,-52.4641,-112.498,230.913,84.3768,64.2399,64.2399,64.2399,-14.1576,12.276,-87.7926,-147.435,342.476,884.723,173.755,173.755,173.755,7.88728,0,0,11.0818,6.25914,-44.4441,-0.0318017,-0.0364688,-0.0473132,-2.4957,-1.66101e-15,2.81413,0,0,0.000931569,-75.609,-6.17851,-29.3943,-305.695,3.77815,816.6,357.486,357.486,357.486,108.087,58.9567,199.169,-288.098,97.8355,518.048,187.129,187.129,187.129,-51.8039,15.8314,-24.74,70.2669,-8.41986,47.9132,0.209796,-0.758673,0.432671,1.51246,64.3929,-15.6503,0,0,-0.015227,155.441,60.9917,89.631,-0.233959,0.0620148,0.0966953,-42.6934,-3.9265,2.85336,0,0,-0.0105293,-1.46753,16.8798,1.72374,44.1187,9.9065,-70.8453,-224.865,180.614,602.318,245.034,245.034,245.034,108.087,58.9567,199.169,-314.202,53.3133,483.018,62.3765,62.3765,62.3765
1782,0,7.52001,0,0,8.11979,8.07636,-22.0928,-0.146001,-0.00117127,-0.0164801,-14.3749,-5.59437e-16,-1.14466,0,0,-0.000107942,21.6691,-26.1052,248.64,-139.436,363.919,513.95,354.09,354.09,354.09,-51.4616,-76.7874,-52.523,-137.576,290.265,86.4171,192.72,192.72,192.72,-88.0313,1.19127,-22.7587,-4.47974,-4.73598,19.2675,-0.0819241,-0.32739,1.53858,36.109,-103.723,-0.401082,0,0,0.00238983,4.29889,-2.35747,-19.3048,-0.120066,-0.08252,0.592422,-15.3688,-17.2806,-2.37376,0,0,0.00234202,-1.4809,-16.8824,-1.73664,-1.61621,11.8721,-89.5059,-201.838,411.191,103.383,373.928,373.928,373.928,-51.4616,-76.7874,-52.5229,-112.725,231.061,84.3821,64.2399,64.2399,64.2399,-14.1683,12.2691,-87.7815,-147.536,342.486,884.712,173.755,173.755,173.755,7.9153,0,0,11.135,6.27437,-44.5147,-0.0326541,-0.0366491,-0.0473117,-2.65649,-1.84557e-16,2.75666,0,0,0.00110777,-75.5417,-6.19953,-29.3801,-305.578,3.81501,816.209,357.504,357.504,357.504,108.154,59.055,199.09,-288.17,97.7168,517.675,187.129,187.129,187.129,-51.8729,15.8097,-24.7366,70.2047,-8.37516,47.9026,0.20721,-0.760249,0.436982,2.27281,65.3308,-15.9325,0,0,-0.0184983,155.311,61.0597,89.5895,-0.23599,0.0614925,0.0979246,-42.7963,-3.67204,2.80202,0,0,-0.0132417,-1.4809,16.8824,1.73664,44.0807,9.89286,-70.7532,-224.939,180.6,601.843,245.011,245.011,245.011,108.154,59.055,199.09,-314.271,53.1512,482.697,62.3765,62.3764,62.3765
1783,0,7.5353,0,0,8.14237,8.10171,-22.197,-0.146049,-0.000821228,-0.0148334,-14.4453,-2.43384e-15,-0.991184,0,0,-1.92727e-06,21.6914,-26.0869,248.596,-139.546,363.913,514.04,353.98,353.98,353.98,-51.4944,-76.7684,-52.5843,-137.757,290.452,86.4409,192.72,192.72,192.72,-88.0243,1.17724,-22.6969,-4.48237,-4.72825,19.3186,-0.0817635,-0.322739,1.53469,34.5705,-101.109,-0.372822,0,0,0.00325081,4.3427,-2.35667,-19.1858,-0.117048,-0.0804576,0.590792,-13.7672,-16.7482,-2.22891,0,0,0.0020709,-1.48866,-16.8808,-1.74586,-1.59968,11.8944,-89.6721,-201.891,411.444,103.421,373.999,373.999,373.999,-51.4944,-76.7684,-52.5843,-112.969,231.222,84.3976,64.2399,64.2399,64.24,-14.172,12.2629,-87.7736,-147.627,342.503,884.686,173.755,173.755,173.755,7.9421,0,0,11.1905,6.29382,-44.6047,-0.0335662,-0.0366281,-0.0471577,-2.82586,-5.5367e-16,2.68143,0,0,0.00127949,-75.4512,-6.21037,-29.363,-305.462,3.89683,815.654,357.527,357.527,357.527,108.226,59.1548,199.019,-288.276,97.6579,517.151,187.129,187.129,187.129,-51.9406,15.7805,-24.7286,70.1254,-8.32429,47.9026,0.206763,-0.762122,0.441801,2.45623,66.5363,-16.0756,0,0,-0.0218451,155.158,61.1431,89.5594,-0.23734,0.0618282,0.0993627,-42.7281,-3.52206,2.73353,0,0,-0.0159408,-1.48866,16.8808,1.74586,44.0426,9.87926,-70.6365,-225.055,180.647,601.222,244.976,244.976,244.976,108.226,59.1548,199.019,-314.37,53.0482,482.224,62.3765,62.3765,62.3765
